recorded;RADON_SHORT_TERM_AVG pCi/L;PM2_5 μg/m3;CO2 ppm;HUMIDITY %;TEMP °F;VOC ppb;PRESSURE inHg;PM1 μg/m3
2024-11-14T10:01:10;;0.00;;;;239.00;30.18;0.00
2024-11-14T10:06:03;;;481.00;16.72;64.94;;;
2024-11-14T10:06:05;;;;;;236.00;30.18;
2024-11-14T10:11:07;0.24;;;;;;;
2024-11-14T10:11:09;;;489.00;16.49;64.72;;;
2024-11-14T10:11:11;;0.00;;;;201.00;30.18;0.00
2024-11-14T10:16:04;;;482.00;16.58;64.98;;;
2024-11-14T10:16:06;;;;;;215.00;30.18;
2024-11-14T10:21:08;;;463.00;16.77;64.94;;;
2024-11-14T10:21:10;;0.00;;;;264.00;30.19;0.00
2024-11-14T10:26:04;;;462.00;16.66;64.87;;;
2024-11-14T10:26:06;;;;;;246.00;30.19;
2024-11-14T10:31:09;0.24;;;;;;;
2024-11-14T10:31:11;;;462.00;16.61;64.76;;;
2024-11-14T10:31:13;;0.00;;;;195.00;30.19;0.00
2024-11-14T10:36:05;;;464.00;16.70;64.98;;;
2024-11-14T10:36:07;;;;;;205.00;30.19;
2024-11-14T10:41:08;;;472.00;16.65;64.94;;;
2024-11-14T10:41:10;;0.00;;;;250.00;30.19;0.00
2024-11-14T10:46:05;;;478.00;16.53;65.03;;;
2024-11-14T10:46:07;;;;;;242.00;30.19;
2024-11-14T10:51:09;0.24;;;;;;;
2024-11-14T10:51:11;;;511.00;16.67;64.92;;;
2024-11-14T10:51:13;;0.00;;;;205.00;30.19;0.00
2024-11-14T10:56:04;;;491.00;16.78;64.94;;;
2024-11-14T10:56:06;;;;;;242.00;30.19;
2024-11-14T11:01:08;;;466.00;16.75;64.94;;;
2024-11-14T11:01:10;;0.00;;;;239.00;30.19;0.00
2024-11-14T11:06:05;;;466.00;16.59;64.81;;;
2024-11-14T11:06:07;;;;;;215.00;30.19;
2024-11-14T11:11:08;0.30;;;;;;;
2024-11-14T11:11:10;;;458.00;16.55;65.03;;;
2024-11-14T11:11:12;;0.00;;;;161.00;30.19;0.00
2024-11-14T11:16:04;;;474.00;16.17;64.94;;;
2024-11-14T11:16:06;;;;;;88.00;30.19;
2024-11-14T11:21:09;;;491.00;16.07;64.87;;;
2024-11-14T11:21:11;;0.00;;;;46.00;30.19;0.00
2024-11-14T11:26:04;;;493.00;16.23;64.69;;;
2024-11-14T11:26:06;;;;;;59.00;30.19;
2024-11-14T11:31:08;0.30;;;;;;;
2024-11-14T11:31:10;;;476.00;16.26;64.58;;;
2024-11-14T11:31:12;;0.00;;;;82.00;30.18;0.00
2024-11-14T11:36:05;;;470.00;16.20;64.58;;;
2024-11-14T11:36:07;;;;;;54.00;30.19;
2024-11-14T11:41:08;;;485.00;16.23;64.71;;;
2024-11-14T11:41:10;;0.00;;;;58.00;30.19;0.00
2024-11-14T11:46:04;;;487.00;16.20;64.94;;;
2024-11-14T11:46:06;;;;;;46.00;30.19;
2024-11-14T11:51:09;0.30;;;;;;;
2024-11-14T11:51:11;;;454.00;16.29;64.69;;;
2024-11-14T11:51:13;;0.00;;;;46.00;30.19;0.00
2024-11-14T11:56:04;;;455.00;16.22;64.58;;;
2024-11-14T11:56:06;;;;;;105.00;30.19;
2024-11-14T12:01:08;;;459.00;16.32;64.81;;;
2024-11-14T12:01:10;;0.00;;;;176.00;30.19;0.00
2024-11-14T12:06:05;;;456.00;16.25;64.58;;;
2024-11-14T12:06:07;;;;;;176.00;30.19;
2024-11-14T12:11:09;0.32;;;;;;;
2024-11-14T12:11:11;;;475.00;16.31;64.36;;;
2024-11-14T12:11:13;;0.00;;;;236.00;30.19;0.00
2024-11-14T12:16:04;;;486.00;16.35;64.53;;;
2024-11-14T12:16:06;;;;;;138.00;30.20;
2024-11-14T12:21:08;;;477.00;16.24;64.42;;;
2024-11-14T12:21:10;;0.00;;;;155.00;30.20;0.00
2024-11-14T12:26:04;;;470.00;16.27;64.53;;;
2024-11-14T12:26:06;;;;;;101.00;30.20;
2024-11-14T12:31:08;0.32;;;;;;;
2024-11-14T12:31:10;;;460.00;16.36;64.47;;;
2024-11-14T12:31:12;;0.00;;;;46.00;30.20;0.00
2024-11-14T12:36:04;;;458.00;16.22;64.58;;;
2024-11-14T12:36:06;;;;;;125.00;30.20;
2024-11-14T12:41:09;;;470.00;16.30;64.69;;;
2024-11-14T12:41:11;;0.00;;;;146.00;30.20;0.00
2024-11-14T12:46:04;;;453.00;16.28;64.69;;;
2024-11-14T12:46:06;;;;;;191.00;30.19;
2024-11-14T12:51:08;0.32;;;;;;;
2024-11-14T12:51:10;;;432.00;16.27;64.58;;;
2024-11-14T12:51:12;;0.00;;;;88.00;30.19;0.00
2024-11-14T12:56:05;;;466.00;16.20;64.54;;;
2024-11-14T12:56:07;;;;;;78.00;30.19;
2024-11-14T13:01:08;;;481.00;16.29;64.51;;;
2024-11-14T13:01:10;;0.00;;;;119.00;30.19;0.00
2024-11-14T13:06:04;;;448.00;16.27;64.47;;;
2024-11-14T13:06:06;;;;;;118.00;30.19;
2024-11-14T13:11:09;0.32;;;;;;;
2024-11-14T13:11:11;;;448.00;16.34;64.26;;;
2024-11-14T13:11:13;;0.00;;;;125.00;30.19;0.00
2024-11-14T13:16:04;;;449.00;16.11;64.58;;;
2024-11-14T13:16:06;;;;;;133.00;30.19;
2024-11-14T13:21:08;;;467.00;16.20;64.69;;;
2024-11-14T13:21:10;;0.00;;;;133.00;30.19;0.00
2024-11-14T13:26:05;;;477.00;16.27;64.56;;;
2024-11-14T13:26:07;;;;;;157.00;30.19;
2024-11-14T13:31:08;0.32;;;;;;;
2024-11-14T13:31:10;;;463.00;16.30;64.49;;;
2024-11-14T13:31:12;;0.00;;;;155.00;30.19;0.00
2024-11-14T13:36:04;;;455.00;16.32;64.42;;;
2024-11-14T13:36:06;;;;;;122.00;30.19;
2024-11-14T13:41:08;;;455.00;16.34;64.47;;;
2024-11-14T13:41:10;;0.00;;;;123.00;30.19;0.00
2024-11-14T13:46:04;;;490.00;16.34;64.58;;;
2024-11-14T13:46:06;;;;;;118.00;30.18;
2024-11-14T13:51:08;0.32;;;;;;;
2024-11-14T13:51:10;;;503.00;16.41;64.69;;;
2024-11-14T13:51:12;;0.00;;;;166.00;30.18;0.00
2024-11-14T13:56:04;;;484.00;16.59;64.94;;;
2024-11-14T13:56:06;;;;;;270.00;30.19;
2024-11-14T14:01:08;;;476.00;16.69;64.47;;;
2024-11-14T14:01:10;;0.00;;;;133.00;30.18;0.00
2024-11-14T14:06:05;;;476.00;16.67;64.58;;;
2024-11-14T14:06:07;;;;;;86.00;30.18;
2024-11-14T14:11:09;0.32;;;;;;;
2024-11-14T14:11:11;;;475.00;16.87;64.45;;;
2024-11-14T14:11:13;;0.00;;;;135.00;30.18;0.00
2024-11-14T14:16:05;;;482.00;16.81;64.58;;;
2024-11-14T14:16:07;;;;;;165.00;30.18;
2024-11-14T14:21:09;;;499.00;16.84;64.47;;;
2024-11-14T14:21:11;;0.00;;;;250.00;30.18;0.00
2024-11-14T14:26:05;;;500.00;17.00;64.58;;;
2024-11-14T14:26:07;;;;;;135.00;30.18;
2024-11-14T14:31:10;0.32;;;;;;;
2024-11-14T14:31:12;;;501.00;17.03;64.69;;;
2024-11-14T14:31:14;;0.00;;;;91.00;30.17;0.00
2024-11-14T14:36:05;;;506.00;17.06;64.87;;;
2024-11-14T14:36:07;;;;;;95.00;30.17;
2024-11-14T14:41:09;;;486.00;17.19;64.78;;;
2024-11-14T14:41:11;;0.00;;;;103.00;30.17;0.00
2024-11-14T14:46:06;;;474.00;17.18;64.60;;;
2024-11-14T14:46:08;;;;;;110.00;30.17;
2024-11-14T14:51:10;0.32;;;;;;;
2024-11-14T14:51:12;;;465.00;17.42;64.87;;;
2024-11-14T14:51:14;;0.00;;;;129.00;30.17;0.00
2024-11-14T14:56:05;;;464.00;17.60;64.45;;;
2024-11-14T14:56:07;;;;;;116.00;30.17;
2024-11-14T15:01:10;;;477.00;17.54;64.56;;;
2024-11-14T15:01:12;;0.00;;;;69.00;30.16;0.00
2024-11-14T15:06:05;;;469.00;17.61;64.92;;;
2024-11-14T15:06:07;;;;;;97.00;30.16;
2024-11-14T15:11:09;0.32;;;;;;;
2024-11-14T15:11:11;;;466.00;17.73;64.53;;;
2024-11-14T15:11:13;;0.00;;;;133.00;30.16;0.00
2024-11-14T15:16:05;;;459.00;17.72;64.81;;;
2024-11-14T15:16:07;;;;;;166.00;30.15;
2024-11-14T15:21:09;;;494.00;17.72;64.51;;;
2024-11-14T15:21:11;;0.00;;;;229.00;30.15;0.00
2024-11-14T15:26:05;;;524.00;17.91;64.42;;;
2024-11-14T15:26:07;;;;;;246.00;30.15;
2024-11-14T15:31:10;0.32;;;;;;;
2024-11-14T15:31:12;;;500.00;17.92;64.69;;;
2024-11-14T15:31:14;;0.00;;;;140.00;30.15;0.00
2024-11-14T15:36:05;;;500.00;17.89;64.58;;;
2024-11-14T15:36:07;;;;;;170.00;30.14;
2024-11-14T15:41:09;;;494.00;17.89;64.94;;;
2024-11-14T15:41:11;;0.00;;;;176.00;30.14;0.00
2024-11-14T15:46:05;;;505.00;17.96;64.47;;;
2024-11-14T15:46:07;;;;;;152.00;30.13;
2024-11-14T15:51:09;0.32;;;;;;;
2024-11-14T15:51:11;;;503.00;17.94;64.69;;;
2024-11-14T15:51:13;;0.00;;;;169.00;30.13;0.00
2024-11-14T15:56:05;;;476.00;17.86;64.58;;;
2024-11-14T15:56:07;;;;;;187.00;30.12;
2024-11-14T16:01:09;;;464.00;17.76;64.94;;;
2024-11-14T16:01:11;;0.00;;;;184.00;30.12;0.00
2024-11-14T16:06:05;;;484.00;17.84;65.26;;;
2024-11-14T16:06:07;;;;;;125.00;30.12;
2024-11-14T16:11:09;0.32;;;;;;;
2024-11-14T16:11:11;;;497.00;17.77;65.82;;;
2024-11-14T16:11:13;;1.00;;;;125.00;30.12;0.00
2024-11-14T16:16:05;;;491.00;17.63;66.06;;;
2024-11-14T16:16:07;;;;;;133.00;30.11;
2024-11-14T16:21:09;;;533.00;17.51;66.29;;;
2024-11-14T16:21:11;;0.00;;;;84.00;30.11;0.00
2024-11-14T16:26:05;;;522.00;17.45;66.33;;;
2024-11-14T16:26:07;;;;;;133.00;30.11;
2024-11-14T16:31:09;0.32;;;;;;;
2024-11-14T16:31:11;;;499.00;17.40;66.97;;;
2024-11-14T16:31:13;;0.00;;;;150.00;30.10;0.00
2024-11-14T16:36:04;;;483.00;17.33;66.97;;;
2024-11-14T16:36:06;;;;;;138.00;30.10;
2024-11-14T16:41:09;;;473.00;17.19;67.30;;;
2024-11-14T16:41:11;;0.00;;;;195.00;30.09;0.00
2024-11-14T16:46:05;;;493.00;16.98;67.59;;;
2024-11-14T16:46:07;;;;;;148.00;30.09;
2024-11-14T16:51:10;0.32;;;;;;;
2024-11-14T16:51:12;;;492.00;16.98;67.62;;;
2024-11-14T16:51:14;;0.00;;;;123.00;30.09;0.00
2024-11-14T16:56:05;;;490.00;16.82;68.09;;;
2024-11-14T16:56:07;;;;;;232.00;30.08;
2024-11-14T17:01:09;;;482.00;16.61;68.20;;;
2024-11-14T17:01:11;;0.00;;;;205.00;30.08;0.00
2024-11-14T17:06:04;;;483.00;16.49;68.31;;;
2024-11-14T17:06:06;;;;;;208.00;30.08;
2024-11-14T17:11:09;0.30;;;;;;;
2024-11-14T17:11:11;;;505.00;16.45;68.43;;;
2024-11-14T17:11:13;;0.00;;;;264.00;30.08;0.00
2024-11-14T17:16:05;;;505.00;16.62;68.43;;;
2024-11-14T17:16:07;;;;;;345.00;30.08;
2024-11-14T17:21:09;;;505.00;16.58;68.59;;;
2024-11-14T17:21:11;;0.00;;;;367.00;30.07;0.00
2024-11-14T17:26:06;;;518.00;16.55;68.49;;;
2024-11-14T17:26:08;;;;;;370.00;30.07;
2024-11-14T17:31:10;0.30;;;;;;;
2024-11-14T17:31:12;;;485.00;16.51;68.43;;;
2024-11-14T17:31:14;;0.00;;;;411.00;30.07;0.00
2024-11-14T17:36:06;;;484.00;16.55;68.31;;;
2024-11-14T17:36:08;;;;;;431.00;30.06;
2024-11-14T17:41:10;;;502.00;16.51;68.18;;;
2024-11-14T17:41:12;;0.00;;;;483.00;30.06;0.00
2024-11-14T17:46:06;;;482.00;16.51;68.09;;;
2024-11-14T17:46:08;;;;;;421.00;30.06;
2024-11-14T17:51:10;0.30;;;;;;;
2024-11-14T17:51:12;;;475.00;16.56;68.07;;;
2024-11-14T17:51:14;;0.00;;;;442.00;30.06;0.00
2024-11-14T17:56:05;;;479.00;16.47;68.09;;;
2024-11-14T17:56:07;;;;;;438.00;30.05;
2024-11-14T18:01:10;;;495.00;16.35;67.89;;;
2024-11-14T18:01:12;;0.00;;;;435.00;30.05;0.00
2024-11-14T18:06:06;;;480.00;16.32;67.75;;;
2024-11-14T18:06:08;;;;;;428.00;30.05;
2024-11-14T18:11:10;0.24;;;;;;;
2024-11-14T18:11:12;;;475.00;16.46;67.84;;;
2024-11-14T18:11:15;;1.00;;;;445.00;30.04;1.00
2024-11-14T18:16:06;;;469.00;16.27;67.62;;;
2024-11-14T18:16:08;;;;;;442.00;30.04;
2024-11-14T18:21:10;;;435.00;16.42;67.59;;;
2024-11-14T18:21:12;;0.00;;;;373.00;30.03;0.00
2024-11-14T18:26:05;;;456.00;15.99;67.75;;;
2024-11-14T18:26:07;;;;;;353.00;30.03;
2024-11-14T18:31:10;0.24;;;;;;;
2024-11-14T18:31:12;;;505.00;15.66;68.07;;;
2024-11-14T18:31:14;;0.00;;;;246.00;30.03;0.00
2024-11-14T18:36:07;;;497.00;15.37;68.23;;;
2024-11-14T18:36:09;;;;;;318.00;30.02;
2024-11-14T18:41:10;;;474.00;15.21;68.25;;;
2024-11-14T18:41:12;;0.00;;;;301.00;30.03;0.00
2024-11-14T18:46:06;;;499.00;14.84;68.54;;;
2024-11-14T18:46:08;;;;;;308.00;30.02;
2024-11-14T18:51:10;0.24;;;;;;;
2024-11-14T18:51:12;;;496.00;14.64;68.99;;;
2024-11-14T18:51:14;;0.00;;;;332.00;30.02;0.00
2024-11-14T18:56:05;;;483.00;14.60;68.99;;;
2024-11-14T18:56:07;;;;;;362.00;30.02;
2024-11-14T19:01:10;;;516.00;14.24;68.99;;;
2024-11-14T19:01:12;;0.00;;;;298.00;30.02;0.00
2024-11-14T19:06:06;;;519.00;14.07;69.33;;;
2024-11-14T19:06:08;;;;;;342.00;30.02;
2024-11-14T19:11:10;0.24;;;;;;;
2024-11-14T19:11:12;;;508.00;13.91;69.42;;;
2024-11-14T19:11:14;;0.00;;;;311.00;30.02;0.00
2024-11-14T19:16:05;;;485.00;13.69;69.44;;;
2024-11-14T19:16:07;;;;;;328.00;30.02;
2024-11-14T19:21:10;;;481.00;13.44;69.44;;;
2024-11-14T19:21:12;;0.00;;;;318.00;30.01;0.00
2024-11-14T19:26:05;;;509.00;13.07;69.44;;;
2024-11-14T19:26:07;;;;;;376.00;30.01;
2024-11-14T19:31:10;0.24;;;;;;;
2024-11-14T19:31:12;;;494.00;12.93;69.44;;;
2024-11-14T19:31:14;;0.00;;;;353.00;30.01;0.00
2024-11-14T19:36:06;;;486.00;12.79;69.67;;;
2024-11-14T19:36:08;;;;;;465.00;30.01;
2024-11-14T19:41:10;;;506.00;12.79;69.67;;;
2024-11-14T19:41:12;;0.00;;;;846.00;30.01;0.00
2024-11-14T19:46:05;;;531.00;12.74;69.46;;;
2024-11-14T19:46:07;;;;;;1136.00;30.01;
2024-11-14T19:51:10;0.24;;;;;;;
2024-11-14T19:51:12;;;515.00;12.47;69.91;;;
2024-11-14T19:51:14;;0.00;;;;1025.00;30.00;0.00
2024-11-14T19:56:06;;;495.00;12.58;69.55;;;
2024-11-14T19:56:08;;;;;;921.00;30.00;
2024-11-14T20:01:09;;;491.00;12.88;69.91;;;
2024-11-14T20:01:11;;0.00;;;;886.00;30.00;0.00
2024-11-14T20:06:07;;;479.00;12.99;70.09;;;
2024-11-14T20:06:09;;;;;;828.00;30.00;
2024-11-14T20:11:11;0.30;;;;;;;
2024-11-14T20:11:13;;;480.00;13.10;70.00;;;
2024-11-14T20:11:15;;0.00;;;;787.00;30.00;0.00
